site,date_observed,genus,species,id,leaf_breaking_bud_observed,leaf_breaking_bud_intensity,leaf_observed,leaf_intensity,leaf_iNocreasiNog_size_observed,leaf_increasing_size_intensity,leaf_color_observed,leaf_color_intensity,leaf_falliNog_observed,flower_buds_observed,flower_buds_intensity,flower_opeNo_observed,flower_open_intensity,flower_pollen_release_observed,flower_pollen_release_intensity,fruit_observed,fruit_intensity,fruit_ripe_observed,fruit_ripe_intensity,fruit_drop_observed,fruit_drop_intensity,notes_observer,notes_entry,year,num_records
Oak Collection,4/5/2018,Quercus,dentata,4-2008*1,No,0,No,0%,No,0%,No,0%,No,No,0,No,0,No,None,No,0,No,0,No,0,NA,,2018,3405
Oak Collection,4/5/2018,Quercus,dentata,4-2008*2,No,0,No,0%,No,0%,No,0%,No,No,0,No,0,No,None,No,0,No,0,No,0,NA,,2018,3406
Oak Collection,4/5/2018,Quercus,ilicifolia,260-93*1,No,0,No,0%,No,0%,No,0%,No,No,0,No,0,No,None,No,0,No,0,No,0,NA,,2018,3407
Oak Collection,4/5/2018,Quercus,ilicifolia,260-93*2,No,0,No,0%,No,0%,No,0%,No,No,0,No,0,No,None,No,0,No,0,No,0,NA,,2018,3408
Oak Collection,4/5/2018,Quercus,shumardii,540-96*2,No,0,No,0%,No,0%,No,0%,No,No,0,No,0,No,None,No,0,No,0,No,0,NA,,2018,3409
Oak Collection,4/5/2018,Quercus,acutissima,797-53*3,No,0,No,0%,No,0%,No,0%,No,No,0,No,0,No,None,No,0,No,0,No,0,NA,,2018,3410
Oak Collection,4/5/2018,Quercus,sternbergii,401-2008*1,No,0,No,0%,No,0%,No,0%,No,No,0,No,0,No,None,No,0,No,0,No,0,NA,,2018,3411
Oak Collection,4/11/2018,Quercus,petraea,498-2005*2,No,0,No,NA,No,NA,No,NA,No,No,NA,No,NA,No,NA,No,NA,No,NA,No,NA,NA,,2018,3412
Oak Collection,4/11/2018,Quercus,guadalupensis,544-2006*2,No,NA,No,NA,No,NA,No,NA,No,No,NA,No,NA,No,NA,No,NA,No,NA,No,NA,NA,,2018,3413
Oak Collection,4/11/2018,Quercus,jackiana,1089-39*1,No,0,No,0%,No,0%,No,0%,No,No,0,No,0,No,None,No,0,No,0,No,0,NA,,2018,3414
Oak Collection,4/11/2018,Quercus,mongolica,852-2005*7,No,0,No,0%,No,0%,No,0%,No,No,0,No,0,No,None,No,0,No,0,No,0,NA,,2018,3415
Oak Collection,4/11/2018,Quercus,mongolica,NA,No,0,No,0%,No,0%,No,0%,No,No,0,No,0,No,None,No,0,No,0,No,0,NA,,2018,3416
Oak Collection,4/11/2018,Quercus,variabilis,19-2003*3,No,0,No,0%,No,0%,No,0%,No,No,0,No,0,No,None,No,0,No,0,No,0,NA,,2018,3417
Oak Collection,4/11/2018,Quercus,rubra,292-64*1,No,0,No,0%,No,0%,No,0%,No,No,0,No,0,No,None,No,0,No,0,No,0,NA,,2018,3418
Oak Collection,4/11/2018,Quercus,petraea,498-2005*1,No,0,No,0%,No,0%,No,0%,No,No,0,No,0,No,None,No,0,No,0,No,0,NA,,2018,3419
Oak Collection,4/11/2018,Quercus,petraea,498-2005*3,No,0,No,0%,No,0%,No,0%,No,No,0,No,0,No,None,No,0,No,0,No,0,NA,,2018,3420
Oak Collection,4/11/2018,Quercus,lobata,526-2000*4,No,0,No,0%,No,0%,No,0%,No,No,0,No,0,No,None,No,0,No,0,No,0,NA,,2018,3421
Oak Collection,4/11/2018,Quercus,guadalupensis,544-2006*1,No,0,No,0%,No,0%,No,0%,No,No,0,No,0,No,None,No,0,No,0,No,0,NA,,2018,3422
Oak Collection,4/11/2018,Quercus,georgiana,49-2002*4,No,0,No,0%,No,0%,No,0%,No,No,0,No,0,No,None,No,0,No,0,No,NA,NA,,2018,3423
Oak Collection,4/11/2018,Quercus,georgiana,49-2002*5,No,0,No,0%,No,0%,No,0%,No,No,0,No,0,No,None,No,0,No,0,No,0,NA,,2018,3424
Oak Collection,4/11/2018,Quercus,georgiana,49-2002*3,No,0,No,0%,No,0%,No,0%,No,No,0,No,0,No,None,No,0,No,0,No,0,NA,,2018,3425
Oak Collection,4/11/2018,Quercus,coccinea,435-2004*1,No,0,No,0%,No,0%,No,0%,No,No,0,No,0,No,None,No,0,No,0,No,0,NA,,2018,3426
Oak Collection,4/11/2018,Quercus,acutissima,74-2002*4,No,0,No,0%,No,0%,No,0%,No,No,0,No,0,No,None,No,0,No,0,No,0,NA,,2018,3427
Oak Collection,4/11/2018,Quercus,petraea,498-2005*2,No,0,No,0%,No,0%,No,0%,No,No,0,No,0,No,None,No,0,No,0,No,0,NA,,2018,3428
Oak Collection,4/11/2018,Quercus,variabilis,19-2003*2,No,0,No,0%,No,0%,No,0%,No,No,0,No,0,No,None,No,0,No,0,No,0,NA,,2018,3429
Oak Collection,4/5/2018,Quercus,bicolor,513-25*1,No,0,No,0%,No,0%,No,0%,No,No,0,No,0,No,None,No,0,No,0,No,0,CR entered,,2018,3430
Oak Collection,4/11/2018,Quercus,variabilis,19-2003*1,No,0,No,0%,No,0%,No,0%,No,No,0,No,0,No,None,No,0,No,0,No,0,NA,,2018,3431
Oak Collection,4/5/2018,Quercus,fernowii,1643-35*1,No,0,No,0%,No,0%,No,0%,No,No,0,No,0,No,None,No,0,No,0,No,0,CR entered,,2018,3432
Oak Collection,4/11/2018,Quercus,guadalupensis,544-2006*3,No,0,No,0%,No,0%,No,0%,No,No,0,No,0,No,None,No,0,No,0,No,0,NA,,2018,3433
Oak Collection,4/5/2018,Quercus,lyrata,517-2000*2,No,0,No,0%,No,0%,No,0%,No,No,0,No,0,No,None,No,0,No,0,No,0,CR entered,,2018,3434
Oak Collection,4/5/2018,Quercus,macrocarpa,132-2015*1,No,0,No,0%,No,0%,No,0%,No,No,0,No,0,No,None,No,0,No,0,No,0,CR entered,,2018,3435
Oak Collection,4/5/2018,Quercus,macrocarpa,2390-26*1,No,0,No,0%,No,0%,No,0%,No,No,0,No,0,No,None,No,0,No,0,No,0,CR entered,,2018,3436
Oak Collection,4/5/2018,Quercus,macrocarpa,696-2006*4,No,0,No,0%,No,0%,No,0%,No,No,0,No,0,No,None,No,0,No,0,No,0,CR entered,,2018,3437
Oak Collection,4/5/2018,Quercus,michauxii,645-48*1,?,NA,?,NA,?,NA,?,NA,?,?,NA,?,NA,?,NA,?,NA,?,NA,?,NA,CR entered,,2018,3438
Oak Collection,4/5/2018,Quercus,montana,140-U*1,No,0,No,0%,No,0%,No,0%,No,No,0,No,0,No,None,No,0,No,0,No,0,CR entered,,2018,3439
Oak Collection,4/5/2018,Quercus,montana,602-2000*1,No,0,No,0%,No,0%,No,0%,No,No,0,No,0,No,None,No,0,No,0,No,0,CR entered,,2018,3440
Oak Collection,4/5/2018,Quercus,montana,602-2000*2,No,0,No,0%,No,0%,No,0%,No,No,0,No,0,No,None,No,0,No,0,No,0,CR entered,,2018,3441
Oak Collection,4/5/2018,Quercus,montana,606-2000*3,No,0,No,0%,No,0%,No,0%,No,No,0,No,0,No,None,No,0,No,0,No,0,CR entered,,2018,3442
Oak Collection,4/5/2018,Quercus,muehlenbergii,661-32*1,No,0,No,0%,No,0%,No,0%,No,No,0,No,0,No,None,No,0,No,0,No,0,CR entered,,2018,3443
Oak Collection,4/5/2018,Quercus,palustris,1038-65*1,No,0,No,0%,No,0%,No,0%,No,No,NA,No,NA,No,NA,No,NA,No,NA,No,NA,CR entered,,2018,3444
Oak Collection,4/5/2018,Quercus,palustris,1164-22*5,?,NA,?,NA,?,NA,?,NA,?,?,NA,?,NA,?,NA,?,NA,?,NA,?,NA,CR entered,,2018,3445
Oak Collection,4/5/2018,Quercus,palustris,1164-22*6,No,NA,No,NA,No,NA,No,NA,No,No,NA,No,NA,No,NA,No,NA,No,NA,No,NA,CR entered,,2018,3446
Oak Collection,4/5/2018,Quercus,palustris,139-U*3,No,NA,No,NA,No,NA,No,NA,No,No,NA,No,NA,No,NA,No,NA,No,NA,No,NA,CR entered,,2018,3447
Oak Collection,4/5/2018,Quercus,robur,701-57*1,No,NA,No,NA,No,NA,No,NA,No,No,NA,No,NA,No,NA,No,NA,No,NA,No,NA,CR entered,,2018,3448
Oak Collection,4/5/2018,Quercus,shumardii,1513-35*1,No,NA,No,NA,No,NA,No,NA,No,No,NA,No,NA,No,NA,No,NA,No,NA,No,NA,CR entered,,2018,3449
Oak Collection,4/5/2018,Quercus,shumardii,575-40*2,No,NA,No,NA,No,NA,No,NA,No,No,NA,No,NA,No,NA,No,NA,No,NA,No,NA,CR entered,,2018,3450
Oak Collection,4/24/2018,Quercus,alba,NA,No,0,No,NA,No,0%,No,0%,No,No,0,No,0,No,None,No,0,No,0,No,NA,NA,,2018,3451
Oak Collection,3/24/2018,Quercus,alba,304-94*1,No,0,No,0%,No,0%,No,0%,No,No,0,No,0,No,None,No,0,No,0,No,0,NA,,2018,3452
Oak Collection,3/24/2018,Quercus,bicolor,214-91*1,No,0,No,0%,No,0%,No,0%,No,No,0,No,0,No,None,No,0,No,0,No,0,NA,,2018,3453
Oak Collection,3/24/2018,Quercus,imbricaria,1512-35*2,No,0,No,0%,No,0%,No,0%,No,No,0,No,0,No,None,No,0,No,0,No,0,NA,,2018,3454
Oak Collection,3/24/2018,Quercus,imbricaria,1512-35*3,No,0,No,0%,No,0%,No,0%,No,No,0,No,0,No,None,No,0,No,0,No,0,NA,,2018,3455
Oak Collection,3/24/2018,Quercus,macrocarpa,138-U*7,No,0,No,0%,No,0%,No,0%,No,No,0,No,0,No,None,No,0,No,0,No,0,NA,,2018,3456
Oak Collection,3/24/2018,Quercus,marilandica,362-96*7,No,0,No,0%,No,0%,No,0%,No,No,0,No,NA,No,None,No,0,No,0,No,0,NA,,2018,3457
Oak Collection,3/24/2018,Quercus,marilandica,362-96*8,No,0,No,0%,No,0%,No,0%,No,No,0,No,0,No,None,No,0,No,0,No,0,NA,,2018,3458
Oak Collection,3/24/2018,Quercus,marilandica,362-96*9,No,0,No,0%,No,0%,No,0%,No,No,0,No,0,No,None,No,0,No,0,No,0,NA,,2018,3459
Oak Collection,3/24/2018,Quercus,mongolica,403-97*1,No,0,No,0%,No,0%,No,0%,No,No,0,No,0,No,None,No,0,No,0,No,0,NA,,2018,3460
Oak Collection,3/24/2018,Quercus,mongolica,403-97*2,No,0,No,0%,No,0%,No,0%,No,No,0,No,0,No,None,No,0,No,0,No,0,NA,,2018,3461
Oak Collection,3/24/2018,Quercus,montana,256-42*1,No,0,No,0%,No,0%,No,0%,No,No,0,No,0,No,None,No,0,No,0,No,0,NA,,2018,3462
Oak Collection,3/24/2018,Quercus,muehlenbergii,215-91*1,No,0,No,0%,No,0%,No,0%,No,No,0,No,0,No,None,No,0,No,0,No,0,NA,,2018,3463
Oak Collection,3/24/2018,Quercus,muehlenbergii,215-91*2,No,0,No,0%,No,0%,No,0%,No,No,0,No,0,No,None,No,0,No,0,No,0,NA,,2018,3464
Oak Collection,3/24/2018,Quercus,muehlenbergii,704-46*2,No,0,No,0%,No,0%,No,0%,No,No,0,No,0,No,None,No,0,No,0,No,0,NA,,2018,3465
Oak Collection,3/24/2018,Quercus,muehlenbergii,704-46*3,No,0,No,0%,No,0%,No,0%,No,No,0,No,0,No,None,No,0,No,0,No,0,NA,,2018,3466
Oak Collection,3/24/2018,Quercus,muehlenbergii,704-46*4,No,0,No,0%,No,0%,No,0%,No,No,0,No,0,No,None,No,0,No,0,No,0,NA,,2018,3467
Oak Collection,3/24/2018,Quercus,schuettei,928-62*1,No,0,No,0%,No,0%,No,0%,No,No,0,No,0,No,None,No,0,No,0,No,0,NA,,2018,3468
Oak Collection,3/24/2018,Quercus,alba,304-94*1,No,0,No,0%,No,0%,No,0%,No,No,0,No,0,No,None,No,0,No,0,No,0,NA,,2018,3469
Oak Collection,3/31/2018,Quercus,alba,304-94*1,No,0,No,0%,No,0%,No,0%,No,No,0,No,0,No,None,No,0,No,0,No,0,NA,,2018,3470
Oak Collection,3/31/2018,Quercus,alba,304-94*2,No,0,No,0%,No,0%,No,0%,No,No,0,No,0,No,None,No,0,No,0,No,0,NA,,2018,3471
Oak Collection,3/31/2018,Quercus,bicolor,214-91*1,No,0,No,0%,No,0%,No,0%,No,No,0,No,0,No,None,No,0,No,0,No,0,NA,,2018,3472
Oak Collection,3/31/2018,Quercus,imbricaria,1512-35*2,No,0,No,0%,No,0%,No,0%,No,No,0,No,0,No,None,No,0,No,0,No,0,NA,,2018,3473
Oak Collection,3/31/2018,Quercus,imbricaria,1512-35*3,No,0,No,0%,No,0%,No,0%,No,No,0,No,0,No,None,No,0,No,0,No,0,NA,,2018,3474
Oak Collection,3/31/2018,Quercus,macrocarpa,138-U*7,No,0,No,0%,No,0%,No,0%,No,No,0,No,0,No,None,No,0,No,0,No,0,NA,,2018,3475
Oak Collection,3/31/2018,Quercus,marilandica,362-96*7,No,0,No,0%,No,0%,No,0%,No,No,0,No,0,Did not look for,None,No,0,No,0,No,0,NA,,2018,3476
Oak Collection,3/31/2018,Quercus,marilandica,362-96*8,No,0,No,0%,No,0%,No,0%,No,No,0,No,0,No,None,No,0,No,0,No,0,NA,,2018,3477
Oak Collection,3/31/2018,Quercus,marilandica,362-96*9,No,0,No,0%,No,0%,No,0%,No,No,0,No,0,No,None,No,0,No,0,No,0,NA,,2018,3478
Oak Collection,3/31/2018,Quercus,mongolica,403-97*1,No,0,No,0%,No,0%,No,0%,No,No,0,No,0,No,None,No,0,No,0,No,0,NA,,2018,3479
Oak Collection,3/31/2018,Quercus,montana,256-42*1,No,0,No,0%,No,0%,No,0%,No,No,0,No,0,No,None,No,0,No,0,No,0,NA,,2018,3480
Oak Collection,3/31/2018,Quercus,muehlenbergii,215-91*1,No,0,No,0%,No,0%,No,0%,No,No,0,No,0,No,None,No,0,No,0,No,0,NA,,2018,3481
Oak Collection,3/31/2018,Quercus,muehlenbergii,215-91*2,No,0,No,0%,No,0%,No,0%,No,No,0,No,0,No,None,No,0,No,0,No,0,NA,,2018,3482
Oak Collection,3/31/2018,Quercus,muehlenbergii,704-46*2,No,0,No,0%,No,0%,No,0%,No,No,0,No,0,No,None,No,0,No,0,No,0,NA,,2018,3483
Oak Collection,3/31/2018,Quercus,muehlenbergii,704-46*3,No,0,No,0%,No,0%,No,0%,No,No,0,No,0,No,None,No,0,No,0,No,0,NA,,2018,3484
Oak Collection,3/31/2018,Quercus,muehlenbergii,704-46*4,No,0,No,0%,No,0%,No,0%,No,No,0,No,0,No,None,No,0,No,0,No,0,NA,,2018,3485
Oak Collection,3/31/2018,Quercus,schuettei,928-62*1,No,0,No,0%,No,0%,No,0%,No,No,0,No,0,No,None,No,0,No,0,No,0,NA,,2018,3486
Oak Collection,3/31/2018,Quercus,shumardii,1513-35*5,No,0,No,0%,No,0%,No,0%,No,No,0,No,0,No,None,No,0,No,0,No,0,NA,,2018,3487
Oak Collection,4/5/2018,Quercus,alba,304-94*1,No,0,No,0%,No,0%,No,0%,No,No,0,No,0,No,None,No,0,No,0,No,0,NA,,2018,3488
Oak Collection,4/5/2018,Quercus,alba,304-94*2,No,0,No,0%,No,0%,No,0%,No,No,0,No,0,No,None,No,0,No,0,No,0,NA,,2018,3489
Oak Collection,4/5/2018,Quercus,bicolor,214-91*1,No,0,No,0%,No,0%,No,0%,No,No,0,No,0,No,None,No,0,No,0,No,0,NA,,2018,3490
Oak Collection,4/5/2018,Quercus,imbricaria,1512-35*2,No,0,No,0%,No,0%,No,0%,No,No,0,No,0,No,None,No,0,No,0,No,0,NA,,2018,3491
Oak Collection,4/5/2018,Quercus,imbricaria,1512-35*3,No,0,No,0%,No,0%,No,0%,No,No,0,No,0,No,None,No,0,No,0,No,0,NA,,2018,3492
Oak Collection,4/5/2018,Quercus,macrocarpa,138-U*7,No,0,No,0%,No,0%,No,0%,No,No,0,No,0,No,None,No,0,No,0,No,0,NA,,2018,3493
Oak Collection,4/5/2018,Quercus,marilandica,362-96*7,No,0,No,0%,No,0%,No,0%,No,No,0,No,0,No,None,No,0,No,0,No,0,NA,,2018,3494
Oak Collection,4/5/2018,Quercus,marilandica,362-96*9,No,0,No,0%,No,0%,No,0%,No,No,0,No,0,No,None,No,0,No,0,No,0,NA,,2018,3495
Oak Collection,4/5/2018,Quercus,marilandica,362-96*8,No,0,No,0%,No,0%,No,0%,No,No,0,No,0,No,None,No,0,No,0,No,0,NA,,2018,3496
Oak Collection,4/5/2018,Quercus,mongolica,403-97*1,No,0,No,0%,No,0%,No,0%,No,No,0,No,0,No,None,No,0,No,0,No,0,NA,,2018,3497
Oak Collection,4/5/2018,Quercus,mongolica,403-97*2,No,0,No,0%,No,0%,No,0%,No,No,0,No,0,No,None,No,0,No,0,No,0,NA,,2018,3498
Oak Collection,4/5/2018,Quercus,montana,256-42*1,No,0,No,0%,No,0%,No,0%,No,No,0,No,0,No,None,No,0,No,0,No,0,NA,,2018,3499
Oak Collection,4/5/2018,Quercus,muehlenbergii,215-91*1,No,0,No,0%,No,0%,No,0%,No,No,0,No,0,No,None,No,0,No,0,No,0,NA,,2018,3500
Oak Collection,4/5/2018,Quercus,muehlenbergii,215-91*2,No,0,No,0%,No,0%,No,0%,No,No,0,No,0,No,None,No,0,No,0,No,0,NA,,2018,3501
Oak Collection,4/5/2018,Quercus,muehlenbergii,704-46*2,No,0,No,0%,No,0%,No,0%,No,No,0,No,0,No,None,No,0,No,0,No,0,NA,,2018,3502
Oak Collection,4/5/2018,Quercus,muehlenbergii,704-46*3,No,0,No,0%,No,0%,No,0%,No,No,0,No,0,No,NA,No,0,No,0,No,0,NA,,2018,3503
Oak Collection,4/5/2018,Quercus,schuettei,928-62*1,No,0,No,0%,No,0%,No,0%,No,No,0,No,0,No,None,No,0,No,0,No,0,NA,,2018,3504
Oak Collection,4/5/2018,Quercus,shumardii,1513-35*5,No,0,No,0%,No,0%,No,0%,No,No,0,No,0,No,None,No,0,No,0,No,0,NA,,2018,3505
Oak Collection,4/5/2018,Quercus,shumardii,1513-35*5,No,0,No,0%,No,0%,No,0%,No,No,0,No,0,No,None,No,0,No,0,No,0,NA,,2018,3506
Oak Collection,4/5/2018,Quercus,muehlenbergii,704-46*4,No,NA,No,NA,No,NA,No,NA,No,No,NA,No,NA,No,NA,No,NA,No,NA,No,NA,NA,,2018,3507
Oak Collection,4/2/2018,Quercus,robur,212-30*1,No,NA,No,NA,No,NA,No,NA,No,No,NA,No,NA,No,NA,No,NA,No,NA,No,NA,CR entered,,2018,3508
Oak Collection,4/2/2018,Quercus,ellipsoidalis,204-92*3,No,NA,No,NA,No,NA,No,NA,No,No,NA,No,NA,No,NA,No,NA,No,NA,No,NA,CR entered,,2018,3509
Oak Collection,4/2/2018,Quercus,bebbiana,697-57*1,No,NA,No,NA,No,NA,No,NA,No,No,NA,No,NA,No,NA,No,NA,No,NA,No,NA,CR entered,,2018,3510
Oak Collection,4/2/2018,Quercus,marilandica,305-94*1,No,NA,No,NA,No,NA,No,NA,No,No,NA,No,NA,No,NA,No,NA,No,NA,No,NA,fall (2017?) leaves on tree; CR entered,,2018,3511
Oak Collection,4/2/2018,Quercus,jackiana,654-32*1,No,NA,No,NA,No,NA,No,NA,No,No,NA,No,NA,No,NA,No,NA,No,NA,No,NA,CR entered,,2018,3512
Oak Collection,4/2/2018,Quercus,hartwissiana,27-95*3,No,NA,No,NA,No,NA,No,NA,No,No,NA,No,NA,No,NA,No,NA,No,NA,No,NA,CR entered,,2018,3513
Oak Collection,4/2/2018,Quercus,jackiana,471-42*1,No,NA,No,NA,No,NA,No,NA,No,No,NA,No,NA,No,NA,No,NA,No,NA,No,NA,CR entered,,2018,3514
Oak Collection,4/2/2018,Quercus,jackiana,471-42*2,No,NA,No,NA,No,NA,No,NA,No,No,NA,No,NA,No,NA,No,NA,No,NA,No,NA,CR entered,,2018,3515
Oak Collection,4/2/2018,Quercus,stellata,212-91*1,No,NA,No,NA,No,NA,No,NA,No,No,NA,No,NA,No,NA,No,NA,No,NA,No,NA,fall (2017?) leaves on tree; CR entered,,2018,3516
Oak Collection,4/2/2018,Quercus,macrocarpa,4-35*1,No,NA,No,NA,No,NA,No,NA,No,No,NA,No,NA,No,NA,No,NA,No,NA,No,NA,CR entered,,2018,3517
Oak Collection,4/2/2018,Quercus,velutina,185-92*2,No,NA,No,NA,No,NA,No,NA,No,No,NA,No,NA,No,NA,No,NA,No,NA,No,NA,CR entered,,2018,3518
Oak Collection,4/2/2018,Quercus,jackiana,471-42*3,No,NA,No,NA,No,NA,No,NA,No,No,NA,No,NA,No,NA,No,NA,No,NA,No,NA,CR entered,,2018,3519
Oak Collection,4/2/2018,Quercus,stellata,212-91*2,No,NA,No,NA,No,NA,No,NA,No,No,NA,No,NA,No,NA,No,NA,No,NA,No,NA,fall leaves on tree; CR entered,,2018,3520
Oak Collection,4/2/2018,Quercus,stellata,212-91*3,No,NA,No,NA,No,NA,No,NA,No,No,NA,No,NA,No,NA,No,NA,No,NA,No,NA,CR entered,,2018,3521
Oak Collection,4/2/2018,Quercus,macrocarpa,138-U*6,No,NA,No,NA,No,NA,No,NA,No,No,NA,No,NA,No,NA,No,NA,No,NA,No,NA,CR entered,,2018,3522
Oak Collection,4/2/2018,Quercus,bicolor,214-91*2,No,NA,No,NA,No,NA,No,NA,No,No,NA,No,NA,No,NA,No,NA,No,NA,No,NA,gall on tree from last year; CR entered,,2018,3523
Oak Collection,4/2/2018,Quercus,bicolor,214-91*3,No,NA,No,NA,No,NA,No,NA,No,No,NA,No,NA,No,NA,No,NA,No,NA,No,NA,CR entered,,2018,3524
Oak Collection,4/2/2018,Quercus,macrocarpa,808-51*1,No,NA,No,NA,No,NA,No,NA,No,No,NA,No,NA,No,NA,No,NA,No,NA,No,NA,CR entered,,2018,3525
Oak Collection,4/2/2018,Quercus,imbricaria,523-32*1,No,NA,No,NA,No,NA,No,NA,No,No,NA,No,NA,No,NA,No,NA,No,NA,No,NA,CR entered,,2018,3526
Oak Collection,4/10/2018,Quercus,bebbiana,706-72*2,No,NA,No,NA,No,NA,No,NA,No,No,NA,No,NA,No,NA,No,NA,No,NA,No,NA,CR entered,,2018,3527
Oak Collection,4/10/2018,Quercus,laurifolia,169-2015*1,No,NA,No,NA,No,NA,No,NA,No,No,NA,No,NA,No,NA,No,NA,No,NA,No,NA,CR entered,,2018,3528
Oak Collection,4/10/2018,Quercus,lusitanica,18-2011*1,No,NA,No,NA,No,NA,No,NA,No,No,NA,No,NA,No,NA,No,NA,No,NA,No,NA,CR entered,,2018,3529
Oak Collection,4/10/2018,Quercus,lusitanica,18-2011*2,No,NA,No,NA,No,NA,No,NA,No,No,NA,No,NA,No,NA,No,NA,No,NA,No,NA,CR entered,,2018,3530
Oak Collection,4/10/2018,Quercus,lusitanica,18-2011*3,No,NA,No,NA,No,NA,No,NA,No,No,NA,No,NA,No,NA,No,NA,No,NA,No,NA,CR entered,,2018,3531
Oak Collection,4/10/2018,Quercus,macranthera,19-2012*2,No,NA,No,NA,No,NA,No,NA,No,No,NA,No,NA,No,NA,No,NA,No,NA,No,NA,CR entered,,2018,3532
Oak Collection,4/10/2018,Quercus,macrocarpa,1261-26*2,No,NA,No,NA,No,NA,No,NA,No,No,NA,No,NA,No,NA,No,NA,No,NA,No,NA,CR entered,,2018,3533
Oak Collection,4/10/2018,Quercus,macrocarpa,752-34*2,No,NA,No,NA,No,NA,No,NA,No,No,NA,No,NA,No,NA,No,NA,No,NA,No,NA,CR entered,,2018,3534
Oak Collection,4/10/2018,Quercus,macrocarpa,752-34*4,No,NA,No,NA,No,NA,No,NA,No,No,NA,No,NA,No,NA,No,NA,No,NA,No,NA,CR entered,,2018,3535
Oak Collection,4/10/2018,Quercus,marilandica,258-95*1,No,NA,No,NA,No,NA,No,NA,No,No,NA,No,NA,No,NA,No,NA,No,NA,No,NA,CR entered,,2018,3536
Oak Collection,4/10/2018,Quercus,pagoda,700-46*1,No,NA,No,NA,No,NA,No,NA,No,No,NA,No,NA,No,NA,No,NA,No,NA,No,NA,CR entered,,2018,3537
Oak Collection,4/10/2018,Quercus,pagoda,700-46*2,No,NA,No,NA,No,NA,No,NA,No,No,NA,No,NA,No,NA,No,NA,No,NA,No,NA,CR entered,,2018,3538
Oak Collection,4/10/2018,Quercus,phellos,109-74*1,No,NA,No,NA,No,NA,No,NA,No,No,NA,No,NA,No,NA,No,NA,No,NA,No,NA,CR entered,,2018,3539
Oak Collection,4/10/2018,Quercus,polymorpha,222-2015*1,No,NA,No,NA,No,NA,No,NA,No,No,NA,No,NA,No,NA,No,NA,No,NA,No,NA,CR entered,,2018,3540
Oak Collection,4/10/2018,Quercus,robur,180-93*7,No,NA,No,NA,No,NA,No,NA,No,No,NA,No,NA,No,NA,No,NA,No,NA,No,NA,CR entered,,2018,3541
Oak Collection,4/10/2018,Quercus,robur,180-93*8,No,NA,No,NA,No,NA,No,NA,No,No,NA,No,NA,No,NA,No,NA,No,NA,No,NA,CR entered,,2018,3542
Oak Collection,4/10/2018,Quercus,robur,180-93*9,No,NA,No,NA,No,NA,No,NA,No,No,NA,No,NA,No,NA,No,NA,No,NA,No,NA,CR entered,,2018,3543
Oak Collection,4/10/2018,Quercus,schuettei,863-34*1,No,NA,No,NA,No,NA,No,NA,No,No,NA,No,NA,No,NA,No,NA,No,NA,No,NA,CR entered,,2018,3544
Oak Collection,4/10/2018,Quercus,shumardii,1513-35*4,No,NA,No,NA,No,NA,No,NA,No,No,NA,No,NA,No,NA,No,NA,No,NA,No,NA,CR entered,,2018,3545
Oak Collection,4/11/2018,Quercus,aliena,392-2011*1,No,NA,No,NA,No,NA,No,NA,No,No,NA,No,NA,No,NA,No,NA,No,NA,No,NA,NA,,2018,3546
Oak Collection,4/11/2018,Quercus,baronii,903-2005*1,No,NA,No,NA,No,NA,No,NA,No,No,NA,No,NA,No,NA,No,NA,No,NA,No,NA,NA,,2018,3547
Oak Collection,4/11/2018,Quercus,baronii,903*2005*4,No,NA,No,NA,No,NA,No,NA,No,No,NA,No,NA,No,NA,No,NA,No,NA,No,NA,NA,,2018,3548
Oak Collection,4/11/2018,Quercus,deamii,3-2008*1,No,NA,No,NA,No,NA,No,NA,No,No,NA,No,NA,No,NA,No,NA,No,NA,No,NA,NA,,2018,3549
Oak Collection,4/11/2018,Quercus,deamii,3-2008*2,No,NA,No,NA,No,NA,No,NA,No,No,NA,No,NA,No,NA,No,NA,No,NA,No,NA,NA,,2018,3550
Oak Collection,4/11/2018,Quercus,ellipsoidalis,437-2004*2,No,NA,No,NA,No,NA,No,NA,No,No,NA,No,NA,No,NA,No,NA,No,NA,No,NA,NA,,2018,3551
Oak Collection,4/11/2018,Quercus,ellipsoidalis,437-2004*3,No,NA,No,NA,No,NA,No,NA,No,No,NA,No,NA,No,NA,No,NA,No,NA,No,NA,NA,,2018,3552
Oak Collection,4/11/2018,Quercus,fernowii,1140-2004*1,No,NA,No,NA,No,NA,No,NA,No,No,NA,No,NA,No,NA,No,NA,No,NA,No,NA,NA,,2018,3553
Oak Collection,4/11/2018,Quercus,fernowii,1140-2004*4,No,NA,No,NA,No,NA,No,NA,No,No,NA,No,NA,No,NA,No,NA,No,NA,No,NA,NA,,2018,3554
Oak Collection,4/11/2018,Quercus,fernowii,1140-2004*5,No,NA,No,NA,No,NA,No,NA,No,No,NA,No,NA,No,NA,No,NA,No,NA,No,NA,NA,,2018,3555
Oak Collection,4/11/2018,Quercus,macrocarpa,696-2006*7,No,NA,No,NA,No,NA,No,NA,No,No,NA,No,NA,No,NA,No,NA,No,NA,No,NA,NA,,2018,3556
Oak Collection,4/11/2018,Quercus,macrocarpa,696-2006*8,No,NA,No,NA,No,NA,No,NA,No,No,NA,No,NA,No,NA,No,NA,No,NA,No,NA,NA,,2018,3557
