"","X","date_observed","genus","species","id","leaf_breaking_bud_observed","leaf_breaking_bud_intensity","leaf_observed","leaf_intensity","leaf_increasing_size_observed","leaf_increasing_size_intensity","leaf_color_observed","leaf_color_intensity","leaf_falling_observed","flower_buds_observed","flower_buds_intensity","flower_open_observed","flower_open_intensity","fruit_observed","fruit_intensity","fruit_ripe_observed","fruit_ripe_intensity","fruit_drop_observed","fruit_drop_intensity","notes_observer","notes_entry","month","date"
"1619",1619,"8/10/2017","Quercus","ilicifolia","260-93*2",0,"0",1,">95%",0,"0",1,"5-24%",0,0,"0",0,"0",1,">10000",0,"0",1,"11-100","0","0",8,10
"1620",1620,"8/10/2017","Quercus","velutina","185-92*4",0,"0",1,">95%",0,"0",1,"5-24%",0,0,"0",0,"0",1,"1001-10000",0,"0",1,"101-1000","0","0",8,10
"1621",1621,"8/10/2017","Quercus","velutina","185-92*5",0,"0",1,">95%",0,"0",1,"5-24%",0,0,"0",0,"0",1,"101-1000",0,"0",1,"11-100","0","0",8,10
"1622",1622,"8/10/2017","Quercus","alba","134-U*60",0,"0",1,">95%",0,"0",1,"5-24%",0,0,"0",0,"0",1,">10000",0,"0",0,"0","0","0",8,10
"1623",1623,"8/10/2017","Quercus","ellipsoidalis","204-92*4",0,"0",1,">95%",0,"0",1,"5-24%",0,0,"0",0,"0",0,"0",0,"0",0,"0","0","0",8,10
"1624",1624,"8/10/2017","Quercus","robur","21-2012*2",0,"0",1,">95%",1,"75-94%",1,"50-74%",0,0,"0",0,"0",0,"0",0,"0",0,"0","0","0",8,10
"1625",1625,"8/10/2017","Quercus","velutina","185-92*2",0,"0",1,">95%",0,"0",1,"5-24%",0,0,"0",0,"0",1,"101-1000",0,"0",1,"03-10","0","0",8,10
"1626",1626,"8/10/2017","Quercus","dalechampii","286-97*1",0,"0",1,">95%",0,"0",1,"75-94%",0,0,"0",0,"0",1,"11-100",0,"0",1,"03-10","0","0",8,10
"1627",1627,"8/10/2017","Quercus","dalechampii","286-97*2",0,"0",1,">95%",0,"0",1,"50-74%",0,0,"0",0,"0",1,"101-1000",0,"0",1,"03-10","0","0",8,10
"1628",1628,"8/10/2017","Quercus","marilandica","305-94*2",0,"0",1,">95%",0,"0",1,"5-24%",0,0,"0",0,"0",1,">10000",0,"0",1,"101-1000","0","0",8,10
"1629",1629,"8/10/2017","Quercus","prinoides","365-2007*3",0,"0",1,">95%",0,"0",1,"<5%",0,0,"0",0,"0",1,"101-1000",0,"0",0,"0","no tag","0",8,10
"1630",1630,"8/10/2017","Quercus","lyrata","179-95*1",0,"0",1,">95%",0,"0",1,"50-74%",0,0,"0",0,"0",1,"101-1000",0,"0",0,"0","0","0",8,10
"1631",1631,"8/10/2017","Quercus","ellipsoidalis","204-92*1",0,"0",1,">95%",0,"0",1,"25-49%",0,0,"0",0,"0",1,"03-10",0,"0",1,"<3","0","0",8,10
"1632",1632,"8/10/2017","Quercus","alba","684-33*1",0,"0",1,">95%",0,"0",1,"5-24%",0,0,"0",0,"0",1,">10000",0,"0",1,"03-10","0","0",8,10
"1633",1633,"8/10/2017","Quercus","prinoides","768-54*1",0,"0",1,">95%",0,"0",1,"5-24%",0,0,"0",0,"0",1,"101-1000",0,"0",1,"03-10","0","0",8,10
"1634",1634,"8/10/2017","Quercus","prinoides","742-51*1",0,"0",1,">95%",0,"0",1,"5-24%",0,0,"0",0,"0",1,"1001-10000",0,"0",1,"03-10","0","0",8,10
"1635",1635,"8/14/2017","Quercus","shumardii","575-40*2",0,"0",1,">95%",0,"0",0,"0",0,0,"0",0,"0",1,">10000",0,"0",0,"0","0","0",8,14
"1636",1636,"8/14/2017","Quercus","michauxii","645-48*1",0,"0",1,">95%",0,"0",0,"0",0,0,"0",0,"0",1,"101-1000",0,"0",0,"0","Acorns have become difficult to find","0",8,14
"1637",1637,"8/14/2017","Quercus","montana","606-2000*4",0,"0",1,">95%",0,"0",0,"0",0,0,"0",0,"0",0,"0",0,"0",0,"0","0","0",8,14
"1638",1638,"8/14/2017","Quercus","lyrata","517-2000*2",0,"0",1,">95%",0,"0",0,"0",0,0,"0",0,"0",0,"0",0,"0",0,"0","0","0",8,14
"1639",1639,"8/14/2017","Quercus","montana","602-2000*1",0,"0",1,">95%",0,"0",0,"0",0,0,"0",0,"0",1,"1001-10000",0,"0",0,"0","0","0",8,14
"1640",1640,"8/14/2017","Quercus","coccinea","1173-2004*4",0,"0",1,">95%",0,"0",0,"0",0,0,"0",0,"0",0,"0",0,"0",0,"0","0","0",8,14
"1641",1641,"8/14/2017","Quercus","coccinea","1173-2004*5",0,"0",1,">95%",0,"0",0,"0",0,0,"0",0,"0",0,"0",0,"0",0,"0","0","0",8,14
"1642",1642,"8/14/2017","Quercus","pyrenaica","200-99*1",0,"0",1,">95%",0,"0",0,"0",0,0,"0",0,"0",0,"0",0,"0",0,"0","0","0",8,14
"1643",1643,"8/14/2017","Quercus","petraea","20-2012*1",0,"0",1,">95%",0,"0",0,"0",0,0,"0",0,"0",0,"0",0,"0",0,"0","0","0",8,14
"1644",1644,"8/14/2017","Quercus","rubra","64-92*1",0,"0",1,">95%",0,"0",0,"0",0,0,"0",0,"0",1,">10000",0,"0",0,"0","0","0",8,14
"1645",1645,"8/14/2017","Quercus","palustris","1164-22*6",0,"0",1,">95%",0,"0",0,"0",0,0,"0",0,"0",1,">10000",0,"0",0,"0","0","0",8,14
"1646",1646,"8/14/2017","Quercus","palustris","77-72*1",0,"0",1,">95%",0,"0",0,"0",0,0,"0",0,"0",1,">10000",0,"0",0,"0","0","0",8,14
"1647",1647,"8/14/2017","Quercus","robur","400-2009*1",0,"0",1,">95%",0,"0",0,"0",0,0,"0",0,"0",1,"03-10",0,"0",0,"0","0","0",8,14
"1648",1648,"8/14/2017","Quercus","shumardii","1513-35*1",0,"0",1,">95%",0,"0",0,"0",0,0,"0",0,"0",1,"11-100",0,"0",0,"0","Acorns have become difficult to find","0",8,14
"1649",1649,"8/14/2017","Quercus","shumardii","10-2008*1",0,"0",1,">95%",0,"0",0,"0",0,0,"0",0,"0",0,"0",0,"0",0,"0","0","0",8,14
"1650",1650,"8/14/2017","Quercus","marilandica","1134-2004*5",0,"0",1,">95%",0,"0",0,"0",0,0,"0",0,"0",0,"0",0,"0",0,"0","0","0",8,14
"1651",1651,"8/14/2017","Quercus","macrocarpa","597-2001*2",0,"0",1,">95%",0,"0",0,"0",0,0,"0",0,"0",0,"0",0,"0",0,"0","0","0",8,14
"1652",1652,"8/14/2017","Quercus","macrocarpa","696-2006*8",0,"0",1,">95%",0,"0",0,"0",0,0,"0",0,"0",0,"0",0,"0",0,"0","0","0",8,14
"1653",1653,"8/14/2017","Quercus","petraea","258-2004*3",0,"0",1,">95%",0,"0",0,"0",0,0,"0",0,"0",0,"0",0,"0",0,"0","0","0",8,14
"1654",1654,"8/14/2017","Quercus","imbricaria","1183-2004*1",0,"0",1,">95%",0,"0",0,"0",0,0,"0",0,"0",0,"0",0,"0",0,"0","0","0",8,14
"1655",1655,"8/14/2017","Quercus","palustris","573-40*7",0,"0",1,">95%",0,"0",0,"0",0,0,"0",0,"0",1,"1001-10000",0,"0",0,"0","0","0",8,14
"1656",1656,"8/14/2017","Quercus","ellipsoidalis","437-2004*3",0,"0",1,">95%",0,"0",0,"0",0,0,"0",0,"0",0,"0",0,"0",0,"0","0","0",8,14
"1657",1657,"8/14/2017","Quercus","coccinea","435-2004*1",0,"0",1,">95%",0,"0",0,"0",0,0,"0",0,"0",0,"0",0,"0",0,"0","0","0",8,14
"1658",1658,"8/14/2017","Quercus","georgiana","49-2002*3",0,"0",1,">95%",0,"0",0,"0",0,0,"0",0,"0",1,">10000",0,"0",0,"0","0","0",8,14
"1659",1659,"8/14/2017","Quercus","bicolor","135-U*1",0,"0",1,">95%",0,"0",0,"0",0,0,"0",0,"0",1,">10000",0,"0",0,"0","0","0",8,14
"1660",1660,"8/14/2017","Quercus","lobata","526-2000*4",0,"0",1,">95%",0,"0",0,"0",0,0,"0",0,"0",0,"0",0,"0",0,"0","0","0",8,14
"1661",1661,"8/14/2017","Quercus","georgiana","49-2002*4",0,"0",1,">95%",0,"0",0,"0",0,0,"0",0,"0",1,">10000",0,"0",0,"0","0","0",8,14
"1662",1662,"8/14/2017","Quercus","georgiana","49-2002*5",0,"0",1,">95%",0,"0",0,"0",0,0,"0",0,"0",1,">10000",0,"0",0,"0","0","0",8,14
"1663",1663,"8/14/2017","Quercus","petraea","498-2005*3",0,"0",1,">95%",0,"0",0,"0",0,0,"0",0,"0",0,"0",0,"0",0,"0","0","0",8,14
"1664",1664,"8/14/2017","Quercus","lyrata","1133-2004*1",0,"0",1,">95%",0,"0",1,"<5%",0,0,"0",0,"0",0,"0",0,"0",0,"0","Leaves turning green/yellow","0",8,14
"1665",1665,"8/14/2017","Quercus","gambelii","145-75*2",0,"0",1,">95%",0,"0",0,"0",0,0,"0",0,"0",0,"0",0,"0",0,"0","Small brown spots on leaves","0",8,14
"1666",1666,"8/14/2017","Quercus","michauxii","539-96*3",0,"0",1,">95%",0,"0",0,"0",0,0,"0",0,"0",0,"0",0,"0",0,"0","Leaves brown at tip","0",8,14
"1667",1667,"8/14/2017","Quercus","gambelii","145-75*1",0,"0",1,">95%",0,"0",0,"0",0,0,"0",0,"0",1,"11-100",0,"0",0,"0","Small brown spots on leaves","0",8,14
"1668",1668,"8/14/2017","Quercus","michauxii","539-96*5",0,"0",1,">95%",0,"0",0,"0",0,0,"0",0,"0",0,"0",0,"0",0,"0","75% dead","0",8,14
"1669",1669,"8/14/2017","Quercus","gambelii","145-75*8",0,"0",1,">95%",0,"0",0,"0",0,0,"0",0,"0",1,"11-100",0,"0",0,"0","Small brown spots on leaves","0",8,14
"1670",1670,"8/14/2017","Quercus","subfalcata","656-32*1",0,"0",1,">95%",0,"0",0,"0",0,0,"0",0,"0",1,"1001-10000",0,"0",0,"0","0","0",8,14
"1671",1671,"8/14/2017","Quercus","stellata","210-91*2",0,"0",1,">95%",0,"0",0,"0",0,0,"0",0,"0",1,"1001-10000",0,"0",0,"0","0","0",8,14
"1672",1672,"8/14/2017","Quercus","robur","180-93*8",0,"0",1,">95%",0,"0",0,"0",0,0,"0",0,"0",1,"03-10",0,"0",0,"0","Evidence of Japanese beetles","0",8,14
"1673",1673,"8/14/2017","Quercus","hartwissiana","27-95*3",0,"0",1,">95%",0,"0",0,"0",0,0,"0",0,"0",1,"101-1000",0,"0",0,"0","0","0",8,14
"1674",1674,"8/14/2017","Quercus","hartwissiana","27-95*5",0,"0",1,">95%",0,"0",1,">95%",0,0,"0",0,"0",1,"11-100",0,"0",0,"0","50% dead","0",8,14
"1675",1675,"8/14/2017","Quercus","alba","304-94*1",0,"0",1,">95%",0,"0",0,"0",0,0,"0",0,"0",1,"101-1000",0,"0",0,"0","Small brown spots on leaves","0",8,14
"1676",1676,"8/14/2017","Quercus","muehlenbergii","215-91*2",0,"0",1,">95%",0,"0",0,"0",0,0,"0",0,"0",1,"101-1000",0,"0",0,"0","Small brown spots on leaves","0",8,14
"1677",1677,"8/14/2017","Quercus","phellos","109-74*1",0,"0",1,">95%",0,"0",0,"0",0,0,"0",0,"0",0,"0",0,"0",0,"0","no tag","0",8,14
"1678",1678,"8/14/2017","Quercus","stellata","212-91*2",0,"0",1,">95%",0,"0",1,"<5%",0,0,"0",0,"0",1,"11-100",0,"0",0,"0","Leaves turning green/yellow","0",8,14
"1679",1679,"8/14/2017","Quercus","stellata","212-91*3",0,"0",1,">95%",0,"0",0,"0",0,0,"0",0,"0",1,"1001-10000",0,"0",0,"0","0","0",8,14
"1680",1680,"8/14/2017","Quercus","marilandica","362-96*7",0,"0",1,">95%",0,"0",0,"0",0,0,"0",0,"0",1,"1001-10000",0,"0",0,"0","Check fruit next week","0",8,14
"1681",1681,"8/14/2017","Quercus","muehlenbergii","704-46*2",0,"0",1,">95%",0,"0",0,"0",0,0,"0",0,"0",1,"1001-10000",0,"0",0,"0","0","0",8,14
"1682",1682,"8/14/2017","Quercus","muehlenbergii","704-46*3",0,"0",1,">95%",0,"0",0,"0",0,0,"0",0,"0",1,"1001-10000",0,"0",0,"0","0","0",8,14
"1683",1683,"8/14/2017","Quercus","imbricaria","1512-35*2",0,"0",1,">95%",0,"0",0,"0",0,0,"0",0,"0",0,"0",0,"0",0,"0","Branches too high to see any fruit","0",8,14
"1684",1684,"8/14/2017","Quercus","bicolor","214-91*2",0,"0",1,">95%",0,"0",0,"0",0,0,"0",0,"0",1,"03-10",0,"0",0,"0","0","0",8,14
"1685",1685,"8/14/2017","Quercus","bicolor","214-91*3",0,"0",1,">95%",0,"0",0,"0",0,0,"0",0,"0",1,"101-1000",0,"0",0,"0","0","0",8,14
"1686",1686,"8/14/2017","Quercus","imbricaria","523-32*1",0,"0",1,">95%",0,"0",0,"0",0,0,"0",0,"0",1,"1001-10000",0,"0",0,"0","0","0",8,14
"1687",1687,"8/16/2017","Quercus","robur","400-2009*1",1,"11-100",1,"75-94%",1,"75-94%",1,"75-94%",0,0,"0",0,"0",1,"03-10",0,"0",0,"0","0","0",8,16
"1688",1688,"8/16/2017","Quercus","petraea","20-2012*1",0,"0",1,">95%",0,"0",1,"50-74%",0,0,"0",0,"0",1,"03-10",0,"0",0,"0","0","0",8,16
"1689",1689,"8/16/2017","Quercus","montana","657-33*1",0,"0",1,">95%",0,"0",1,"25-49%",0,0,"0",0,"0",0,"0",0,"0",0,"0","0","0",8,16
"1690",1690,"8/16/2017","Quercus","rubra","466-37*1",0,"0",1,">95%",0,"0",1,"5-24%",0,0,"0",0,"0",1,"101-1000",0,"0",1,"11-100","0","0",8,16
"1691",1691,"8/16/2017","Quercus","macrocarpa","2390-26*1",0,"0",1,">95%",0,"0",1,"25-49%",0,0,"0",0,"0",1,"11-100",0,"0",1,"03-10","High tree","0",8,16
"1692",1692,"8/16/2017","Quercus","rubra","354-37*1",0,"0",1,">95%",0,"0",1,"25-49%",0,0,"0",0,"0",1,"101-1000",0,"0",1,"11-100","0","0",8,16
"1693",1693,"8/16/2017","Quercus","ilicifolia","260-93*1",0,"0",1,">95%",0,"0",1,"5-24%",0,0,"0",0,"0",1,"1001-10000",0,"0",1,"11-100","0","0",8,16
"1694",1694,"8/16/2017","Quercus","ilicifolia","260-93*2",0,"0",1,">95%",0,"0",1,"25-49%",0,0,"0",0,"0",1,">10000",0,"0",1,"11-100","0","0",8,16
"1695",1695,"8/16/2017","Quercus","velutina","185-92*4",0,"0",1,">95%",0,"0",1,"5-24%",0,0,"0",0,"0",1,"1001-10000",0,"0",1,"101-1000","0","0",8,16
"1696",1696,"8/16/2017","Quercus","velutina","185-92*5",0,"0",1,">95%",0,"0",1,"5-24%",0,0,"0",0,"0",1,"11-100",0,"0",1,"11-100","0","0",8,16
"1697",1697,"8/16/2017","Quercus","alba","134-U*60",0,"0",1,">95%",0,"0",1,"5-24%",0,0,"0",0,"0",1,">10000",0,"0",1,"11-100","0","0",8,16
"1698",1698,"8/16/2017","Quercus","ellipsoidalis","204-92*4",0,"0",1,">95%",0,"0",1,"5-24%",0,0,"0",0,"0",0,"0",0,"0",0,"0","0","0",8,16
"1699",1699,"8/16/2017","Quercus","robur","21-2012*2",0,"0",1,">95%",1,"75-94%",1,"75-94%",0,0,"0",0,"0",0,"0",0,"0",0,"0","0","0",8,16
"1700",1700,"8/16/2017","Quercus","velutina","185-92*2",0,"0",1,">95%",0,"0",1,"5-24%",0,0,"0",0,"0",1,"101-1000",0,"0",1,"03-10","0","0",8,16
"1701",1701,"8/16/2017","Quercus","dalechampii","286-97*1",0,"0",1,">95%",0,"0",1,">95%",0,0,"0",0,"0",0,"0",0,"0",1,"<3","0","0",8,16
"1702",1702,"8/16/2017","Quercus","dalechampii","286-97*2",0,"0",1,">95%",0,"0",1,"75-94%",0,0,"0",0,"0",1,"03-10",0,"0",0,"0","0","0",8,16
"1703",1703,"8/16/2017","Quercus","marilandica","305-94*2",0,"0",1,">95%",0,"0",1,"25-49%",0,0,"0",0,"0",1,">10000",0,"0",1,"101-1000","0","0",8,16
"1704",1704,"8/16/2017","Quercus","prinoides","365-2007*3",0,"0",1,">95%",0,"0",1,"<5%",0,0,"0",0,"0",1,"101-1000",0,"0",1,"03-10","no tag","0",8,16
"1705",1705,"8/16/2017","Quercus","lyrata","179-95*1",0,"0",1,">95%",0,"0",1,"50-74%",0,0,"0",0,"0",1,"101-1000",0,"0",0,"0","0","0",8,16
"1706",1706,"8/16/2017","Quercus","ellipsoidalis","204-92*1",0,"0",1,">95%",0,"0",1,"50-74%",0,0,"0",0,"0",0,"0",0,"0",1,"<3","0","0",8,16
"1707",1707,"8/16/2017","Quercus","alba","684-33*1",0,"0",1,">95%",0,"0",1,"25-49%",0,0,"0",0,"0",1,">10000",0,"0",1,"03-10","0","0",8,16
"1708",1708,"8/16/2017","Quercus","prinoides","768-54*1",0,"0",1,">95%",0,"0",1,"25-49%",0,0,"0",0,"0",1,"101-1000",0,"0",1,"03-10","0","0",8,16
"1709",1709,"8/16/2017","Quercus","prinoides","742-51*1",0,"0",1,">95%",0,"0",1,"5-24%",0,0,"0",0,"0",1,"101-1000",0,"0",1,"03-10","0","0",8,16
"1710",1710,"8/21/2017","Quercus","lyrata","1133-2004*1",0,"0",1,">95%",0,"0",1,"0",0,0,"0",0,"0",0,"0",0,"0",0,"0","Leaves turning green/yellow. New path next to tree","0",8,21
"1711",1711,"8/21/2017","Quercus","gambelii","145-75*2",0,"0",1,">95%",0,"0",0,"0",0,0,"0",0,"0",0,"0",0,"0",0,"0","Small brown spots on leaves","0",8,21
"1712",1712,"8/21/2017","Quercus","michauxii","539-96*3",0,"0",1,">95%",0,"0",0,"0",0,0,"0",0,"0",0,"0",0,"0",0,"0","Leaves brown at tip","0",8,21
"1713",1713,"8/21/2017","Quercus","gambelii","145-75*1",0,"0",1,">95%",0,"0",0,"0",0,0,"0",0,"0",1,"11-100",0,"0",0,"0","Small brown spots on leaves","0",8,21
"1714",1714,"8/21/2017","Quercus","michauxii","539-96*5",0,"0",1,">95%",0,"0",0,"0",0,0,"0",0,"0",0,"0",0,"0",0,"0","75% dead","0",8,21
"1715",1715,"8/21/2017","Quercus","gambelii","145-75*8",0,"0",1,">95%",0,"0",0,"0",0,0,"0",0,"0",1,"11-100",0,"0",0,"0","Small brown spots on leaves","0",8,21
"1716",1716,"8/21/2017","Quercus","subfalcata","656-32*1",0,"0",1,">95%",0,"0",0,"0",0,0,"0",0,"0",1,"1001-10000",0,"0",0,"0","0","0",8,21
"1717",1717,"8/21/2017","Quercus","stellata","210-91*2",0,"0",1,">95%",0,"0",0,"0",0,0,"0",0,"0",1,"1001-10000",0,"0",0,"0","0","0",8,21
"1718",1718,"8/21/2017","Quercus","robur","180-93*8",0,"0",1,">95%",0,"0",0,"0",0,0,"0",0,"0",1,"03-10",0,"0",0,"0","Small brown spots on leaves","0",8,21
"1719",1719,"8/21/2017","Quercus","hartwissiana","27-95*3",0,"0",1,">95%",0,"0",0,"0",0,0,"0",0,"0",1,"101-1000",0,"0",0,"0","0","0",8,21
"1720",1720,"8/21/2017","Quercus","alba","304-94*1",0,"0",1,">95%",0,"0",0,"0",0,0,"0",0,"0",1,"101-1000",0,"0",0,"0","Small brown spots on leaves","0",8,21
"1721",1721,"8/21/2017","Quercus","muehlenbergii","215-91*2",0,"0",1,">95%",0,"0",0,"0",0,0,"0",0,"0",1,"101-1000",0,"0",0,"0","Small brown spots on leaves","0",8,21
"1722",1722,"8/21/2017","Quercus","phellos","109-74*1",0,"0",1,">95%",0,"0",0,"0",0,0,"0",0,"0",0,"0",0,"0",0,"0","No tag","0",8,21
"1723",1723,"8/21/2017","Quercus","stellata","212-91*2",0,"0",1,">95%",0,"0",1,"0",0,0,"0",0,"0",1,"11-100",0,"0",0,"0","Leaves turning green/yellow","0",8,21
"1724",1724,"8/21/2017","Quercus","stellata","212-91*3",0,"0",1,">95%",0,"0",0,"0",0,0,"0",0,"0",1,"1001-10000",0,"0",0,"0","0","0",8,21
"1725",1725,"8/21/2017","Quercus","marilandica","362-96*7",0,"0",1,">95%",0,"0",0,"0",0,0,"0",0,"0",1,"1001-10000",0,"0",0,"0","0","0",8,21
"1726",1726,"8/21/2017","Quercus","muehlenbergii","704-46*2",0,"0",1,">95%",0,"0",0,"0",0,0,"0",0,"0",1,"1001-10000",0,"0",0,"0","0","0",8,21
"1727",1727,"8/21/2017","Quercus","muehlenbergii","704-46*3",0,"0",1,">95%",0,"0",0,"0",0,0,"0",0,"0",1,"1001-10000",0,"0",0,"0","0","0",8,21
"1728",1728,"8/21/2017","Quercus","imbricaria","1512-35*2",0,"0",1,">95%",0,"0",0,"0",0,0,"0",0,"0",0,"0",0,"0",0,"0","Branches too high to see any fruit","0",8,21
"1729",1729,"8/21/2017","Quercus","bicolor","214-91*2",0,"0",1,">95%",0,"0",0,"0",0,0,"0",0,"0",1,"03-10",0,"0",0,"0","All leaves turning brown at tip - oak wilt?","0",8,21
"1730",1730,"8/21/2017","Quercus","bicolor","214-91*3",0,"0",1,">95%",0,"0",0,"0",0,0,"0",0,"0",1,"101-1000",0,"0",0,"0","0","0",8,21
"1731",1731,"8/21/2017","Quercus","imbricaria","523-32*1",0,"0",1,">95%",0,"0",0,"0",0,0,"0",0,"0",1,"1001-10000",0,"0",0,"0","0","0",8,21
"1732",1732,"8/21/2017","Quercus","shumardii","575-40*2",0,"0",1,">95%",0,"0",0,"0",0,0,"0",0,"0",1,">10000",0,"0",0,"0","0","0",8,21
"1733",1733,"8/21/2017","Quercus","michauxii","645-48*1",0,"0",1,">95%",0,"0",0,"0",0,0,"0",0,"0",1,"1001-10000",0,"0",0,"0","0","0",8,21
"1734",1734,"8/21/2017","Quercus","montana","606-2000*4",0,"0",1,">95%",0,"0",0,"0",0,0,"0",0,"0",0,"0",0,"0",0,"0","0","0",8,21
"1735",1735,"8/21/2017","Quercus","lyrata","517-2000*2",0,"0",1,">95%",0,"0",0,"0",0,0,"0",0,"0",0,"0",0,"0",0,"0","0","0",8,21
"1736",1736,"8/21/2017","Quercus","montana","602-2000*1",0,"0",1,">95%",0,"0",0,"0",0,0,"0",0,"0",1,"101-1000",0,"0",0,"0","0","0",8,21
"1737",1737,"8/21/2017","Quercus","coccinea","1173-2004*4",0,"0",1,">95%",0,"0",0,"0",0,0,"0",0,"0",0,"0",0,"0",0,"0","0","0",8,21
"1738",1738,"8/21/2017","Quercus","coccinea","1173-2004*5",0,"0",1,">95%",0,"0",0,"0",0,0,"0",0,"0",0,"0",0,"0",0,"0","0","0",8,21
"1739",1739,"8/21/2017","Quercus","pyrenaica","200-99*1",0,"0",1,">95%",0,"0",0,"0",0,0,"0",0,"0",0,"0",0,"0",0,"0","0","0",8,21
"1740",1740,"8/21/2017","Quercus","petraea","20-2012*1",0,"0",1,">95%",0,"0",0,"0",0,0,"0",0,"0",0,"0",0,"0",0,"0","0","0",8,21
"1741",1741,"8/21/2017","Quercus","rubra","64-92*1",0,"0",1,">95%",0,"0",0,"0",0,0,"0",0,"0",1,"101-1000",0,"0",0,"0","0","0",8,21
"1742",1742,"8/21/2017","Quercus","palustris","1164-22*6",0,"0",1,">95%",0,"0",0,"0",0,0,"0",0,"0",1,"101-1000",0,"0",0,"0","0","0",8,21
"1743",1743,"8/21/2017","Quercus","palustris","77-72*1",0,"0",1,">95%",0,"0",0,"0",0,0,"0",0,"0",1,">10000",0,"0",0,"0","0","0",8,21
"1744",1744,"8/21/2017","Quercus","robur","400-2009*1",0,"0",1,">95%",0,"0",0,"0",0,0,"0",0,"0",1,"03-10",0,"0",0,"0","Very few acorns","0",8,21
"1745",1745,"8/21/2017","Quercus","shumardii","1513-35*1",0,"0",1,">95%",0,"0",0,"0",0,0,"0",0,"0",1,"11-100",0,"0",0,"0","Very few acorns","0",8,21
"1746",1746,"8/21/2017","Quercus","shumardii","10-2008*1",0,"0",1,">95%",0,"0",0,"0",0,0,"0",0,"0",0,"0",0,"0",0,"0","0","0",8,21
"1747",1747,"8/21/2017","Quercus","marilandica","1134-2004*5",0,"0",1,">95%",0,"0",0,"0",0,0,"0",0,"0",0,"0",0,"0",0,"0","0","0",8,21
"1748",1748,"8/21/2017","Quercus","macrocarpa","597-2001*2",0,"0",1,">95%",0,"0",0,"0",0,0,"0",0,"0",0,"0",0,"0",0,"0","0","0",8,21
"1749",1749,"8/21/2017","Quercus","macrocarpa","696-2006*8",0,"0",1,">95%",0,"0",0,"0",0,0,"0",0,"0",0,"0",0,"0",0,"0","0","0",8,21
"1750",1750,"8/21/2017","Quercus","petraea","258-2004*3",0,"0",1,">95%",0,"0",0,"0",0,0,"0",0,"0",0,"0",0,"0",0,"0","0","0",8,21
"1751",1751,"8/21/2017","Quercus","imbricaria","1183-2004*1",0,"0",1,">95%",0,"0",0,"0",0,0,"0",0,"0",0,"0",0,"0",0,"0","0","0",8,21
"1752",1752,"8/21/2017","Quercus","palustris","573-40*7",0,"0",1,">95%",0,"0",0,"0",0,0,"0",0,"0",1,">10000",0,"0",0,"0","0","0",8,21
"1753",1753,"8/21/2017","Quercus","ellipsoidalis","437-2004*3",0,"0",1,">95%",0,"0",0,"0",0,0,"0",0,"0",0,"0",0,"0",0,"0","0","0",8,21
"1754",1754,"8/21/2017","Quercus","coccinea","435-2004*1",0,"0",1,">95%",0,"0",0,"0",0,0,"0",0,"0",0,"0",0,"0",0,"0","0","0",8,21
"1755",1755,"8/21/2017","Quercus","georgiana","49-2002*3",0,"0",1,">95%",0,"0",0,"0",0,0,"0",0,"0",1,"1001-10000",0,"0",0,"0","0","0",8,21
"1756",1756,"8/21/2017","Quercus","bicolor","135-U*1",0,"0",1,">95%",0,"0",0,"0",0,0,"0",0,"0",1,"1001-10000",0,"0",0,"0","0","0",8,21
"1757",1757,"8/21/2017","Quercus","lobata","526-2000*4",0,"0",1,">95%",0,"0",0,"0",0,0,"0",0,"0",0,"0",0,"0",0,"0","0","0",8,21
"1758",1758,"8/21/2017","Quercus","georgiana","49-2002*4",0,"0",1,">95%",0,"0",0,"0",0,0,"0",0,"0",1,"101-1000",0,"0",0,"0","0","0",8,21
"1759",1759,"8/21/2017","Quercus","georgiana","49-2002*5",0,"0",1,">95%",0,"0",0,"0",0,0,"0",0,"0",1,"101-1000",0,"0",0,"0","0","0",8,21
"1760",1760,"8/21/2017","Quercus","petraea","498-2005*3",0,"0",1,">95%",0,"0",0,"0",0,0,"0",0,"0",0,"0",0,"0",0,"0","0","0",8,21
"1761",1761,"8/24/2017","Quercus","robur","400-2009*1",0,"0",1,">95%",0,"0",1,">95%",1,0,"0",0,"0",0,"0",0,"0",0,"0","0","0",8,24
"1762",1762,"8/24/2017","Quercus","petraea","20-2012*1",0,"0",1,">95%",0,"0",1,"75-94%",1,0,"0",0,"0",1,"03-10",0,"0",0,"0","0","0",8,24
"1763",1763,"8/24/2017","Quercus","montana","657-33*1",0,"0",1,">95%",0,"0",1,"25-49%",1,0,"0",0,"0",0,"0",0,"0",0,"0","0","0",8,24
"1764",1764,"8/24/2017","Quercus","rubra","466-37*1",0,"0",1,">95%",0,"0",1,"5-24%",1,0,"0",0,"0",1,"101-1000",0,"0",1,"11-100","0","0",8,24
"1765",1765,"8/24/2017","Quercus","macrocarpa","2390-26*1",0,"0",1,">95%",0,"0",1,"25-49%",1,0,"0",0,"0",1,"11-100",0,"0",1,"03-10","0","0",8,24
"1766",1766,"8/24/2017","Quercus","rubra","354-37*1",0,"0",1,">95%",0,"0",1,"25-49%",1,0,"0",0,"0",1,"101-1000",0,"0",1,"11-100","0","0",8,24
"1767",1767,"8/24/2017","Quercus","ilicifolia","260-93*1",0,"0",1,">95%",0,"0",1,"25-49%",1,0,"0",0,"0",1,"1001-10000",0,"0",1,"11-100","0","0",8,24
